63325, 817
24266, 933
45790, 152
62659, 48
75889, 18
71733, 766
89638, 435
1823, 560
43751, 668
55328, 37
46744, 196
40825, 284
78184, 318
74203, 710
20695, 529
52857, 292
73083, 828
89748, 926
9083, 34
3591, 291
6120, 183
74312, 25
28714, 584
2060, 416
64051, 118
18558, 734
89533, 221
27907, 662
15980, 306
81545, 260
41892, 380
81849, 121
18483, 63
21232, 160
313, 71
71554, 107
67187, 260
54942, 399
18457, 736
60639, 60
4561, 944
903, 347
42188, 190
2089, 663
43318, 473
12993, 843
41541, 209
21110, 537
25005, 57
56299, 794
80655, 465
29234, 39
46492, 883
43583, 581
83508, 581
23780, 381
2946, 546
34614, 101
37545, 40
77454, 893
45428, 709
20998, 297
454, 65
20216, 642
51201, 982
29241, 129
84362, 703
88174, 892
86556, 345
31389, 404
4611, 977
10061, 55
22156, 909
78563, 393
61021, 304
75356, 756
21861, 651
10912, 241
70067, 65
77080, 719
63217, 675
1108, 876
31539, 856
77407, 863
62081, 163
89474, 712
79615, 896
82748, 270
51960, 362
44110, 460
67123, 407
20030, 648
29982, 635
15584, 655
37614, 161
2122, 218
36776, 799
13758, 340
25404, 995
51577, 803
5365, 166
31185, 672
69863, 456
32356, 774
40052, 471
79197, 162
21988, 763
5706, 539
3126, 456
50222, 214
86015, 30
20930, 954
75522, 925
28678, 622
76842, 161
68477, 143
43947, 854
83147, 648
69572, 281
61395, 273
4333, 861
39620, 850
60320, 656
35767, 576
79389, 525
80347, 407
24415, 161
28396, 826
25549, 571
45409, 132
67144, 376
61768, 943
48124, 487
72478, 774
29397, 853
39802, 424
71542, 574
60647, 213
29620, 275
73295, 336
47309, 426
65193, 336
1895, 419
73289, 544
73345, 616
76445, 525
24895, 551
71673, 760
56394, 181
30425, 93
17996, 340
15380, 763
39703, 164
43480, 882
65515, 132
23823, 350
78029, 277
61020, 835
23154, 670
31946, 828
72153, 595
24376, 685
10879, 23
48309, 229
1930, 265
26621, 282
38005, 959
5697, 281
6412, 990
17922, 476
55272, 562
61722, 967
56277, 292
5707, 329
79439, 866
69918, 182
9695, 855
55686, 920
71745, 208
6829, 405
15197, 101
38673, 165
71857, 56
68821, 239
55752, 162
68650, 272
75967, 403
18794, 933
25361, 193
44539, 160
78465, 409
47001, 510
44353, 52
85717, 486
16225, 598
22190, 338
15788, 921
18096, 179
50170, 683
31234, 804
82006, 787
67695, 190
10187, 561
46955, 532
57052, 718
20199, 447
13008, 178
60649, 686
79257, 841
41210, 980
50578, 534
70052, 3
7850, 438
79189, 773
71815, 999
34157, 121
53588, 842
42717, 783
24596, 307
73184, 572
28131, 32
69152, 608
31090, 214
47070, 753
83103, 632
87896, 128
16311, 33
63104, 234
24894, 745
57421, 452
75486, 313
79165, 372
68038, 805
81320, 433
49341, 958
5829, 369
45425, 32
86630, 88
53920, 751
74369, 587
28932, 14
63634, 716
38626, 940
83205, 766
84096, 9
71487, 712
45631, 909
6635, 956
33908, 217
71511, 72
4013, 640
81324, 745
16614, 224
87246, 815
44602, 303
68591, 888
64627, 583
77879, 308
25028, 956
10335, 639
75673, 490
50005, 25
74533, 723
82216, 962
67043, 241
33335, 385
72092, 183
59471, 156
38726, 763
86046, 921
18768, 90
73170, 221
15687, 437
29053, 714
31743, 322
32242, 454
79818, 769
66057, 776
33164, 850
40040, 943
6011, 608
54120, 317
41667, 207
34988, 481
17908, 863
31730, 416
10621, 269
55153, 635
46599, 455
38470, 767
521, 530
32946, 563
33801, 370
58981, 35
84149, 693
70030, 263
27000, 326
22993, 540
9082, 420
51267, 273
74774, 835
1765, 23
80407, 351
6666, 903
83767, 940
77710, 931
36270, 322
18899, 60
65131, 863
46310, 233
35668, 263
3194, 938
27890, 893
27549, 853
67771, 298
86588, 365
32032, 235
44969, 993
61015, 765
22299, 578
16158, 361
14341, 879
67059, 140
85014, 774
34020, 470
59343, 351
20491, 592
87656, 33
44634, 324
2925, 492
59237, 328
22242, 182
21569, 636
5898, 210
53609, 6
