6472, 465
13949, 671
9702, 177
5521, 595
2424, 42
3423, 832
2159, 536
19174, 164
1264, 278
4880, 772
13292, 705
8812, 555
16102, 22
7316, 820
18898, 511
6876, 276
5700, 88
16587, 531
14607, 302
1876, 524
11666, 377
1728, 572
4089, 629
7107, 859
11578, 509
18394, 564
11918, 156
8182, 995
4271, 958
10825, 173
8586, 657
10477, 796
2918, 218
11285, 555
16321, 600
4319, 135
17227, 530
8097, 378
10517, 345
5886, 393
10242, 931
7246, 797
18634, 27
11148, 117
7661, 505
5760, 716
562, 518
141, 278
693, 368
2367, 758
4847, 13
6418, 653
8996, 410
3049, 378
11154, 803
11594, 777
8295, 949
1465, 599
6877, 329
8206, 565
12027, 797
7699, 503
18570, 700
6349, 680
12704, 145
10028, 662
16340, 912
6704, 125
16357, 313
4211, 931
18283, 17
14565, 746
15511, 419
1842, 368
12185, 600
11826, 664
9939, 704
5397, 520
19308, 338
7920, 496
4122, 23
12950, 488
6946, 26
18263, 88
5126, 686
11089, 28
13407, 106
16147, 378
17439, 329
11028, 429
15260, 528
9077, 886
15414, 985
3127, 879
14494, 128
9235, 214
13455, 813
19536, 416
18328, 756
3300, 351
12334, 807
6128, 755
11153, 527
17681, 607
15701, 359
15097, 294
15527, 979
4330, 511
11357, 115
19369, 810
9227, 683
9425, 778
3690, 903
8899, 303
6318, 990
3285, 864
14337, 819
1818, 598
4133, 701
15018, 684
12468, 445
8668, 119
5989, 681
3895, 417
11360, 644
10588, 852
8748, 417
308, 574
9167, 145
3721, 349
16288, 993
11513, 827
9361, 88
3417, 58
1582, 900
12875, 695
463, 930
581, 694
19092, 463
14651, 471
19812, 224
11671, 108
6357, 112
8080, 626
2356, 418
9355, 886
5620, 503
17603, 769
6634, 90
2555, 165
18068, 540
18113, 431
12428, 124
2485, 104
19442, 197
6305, 850
220, 827
13150, 442
10875, 213
15667, 587
2953, 305
3510, 564
19337, 23
2169, 120
419, 908
13105, 995
15150, 73
9555, 175
13919, 403
16228, 787
3930, 571
6139, 642
7511, 182
9764, 937
15958, 37
8602, 197
19595, 809
3338, 24
14745, 712
7683, 618
12308, 712
16234, 13
10399, 280
4835, 688
15183, 24
12201, 658
17117, 970
3363, 428
7238, 520
5792, 145
18730, 485
10405, 742
14648, 552
9597, 739
4071, 939
17782, 822
19233, 203
10422, 449
8439, 365
17790, 342
1892, 290
15363, 635
2717, 569
5764, 411
8446, 809
17747, 25
612, 247
8428, 306
16573, 83
3559, 819
12765, 710
2029, 779
6731, 90
18985, 368
5966, 369
2436, 706
4257, 571
13835, 363
15767, 901
15185, 415
7366, 905
1322, 661
1795, 844
3232, 177
5564, 703
9359, 391
4018, 634
9114, 280
17979, 586
5150, 516
17526, 677
18735, 407
12321, 195
18456, 139
12167, 735
17455, 394
4846, 852
10321, 516
11916, 443
7370, 626
18632, 80
18375, 468
3830, 871
10163, 847
16554, 565
19235, 927
7621, 163
10185, 394
12059, 280
9577, 908
19990, 379
11957, 838
8945, 296
19295, 365
13505, 753
19097, 631
8086, 349
1023, 672
3376, 428
9130, 131
14529, 859
8966, 496
18830, 289
4719, 180
1453, 287
16630, 508
6479, 564
15482, 287
15174, 256
15311, 550
15779, 113
6525, 546
398, 935
9572, 486
178, 784
12372, 969
6836, 141
8805, 593
18484, 133
8002, 786
11347, 442
18199, 818
2815, 272
17106, 4
18102, 740
17853, 904
5428, 55
12229, 821
2509, 908
4513, 983
9333, 183
5655, 35
14610, 493
14589, 897
13062, 336
3291, 185
17738, 767
19400, 56
17021, 564
13659, 753
4797, 369
991, 8
12374, 924
4045, 786
1854, 80
19583, 751
1051, 789
11588, 581
14271, 755
7605, 743
6601, 867
10656, 836
1826, 436
5021, 194
19663, 197
248, 724
1194, 679
15244, 861
19867, 707
17141, 792
4507, 95
9276, 888
16592, 979
836, 410
13629, 890
3217, 697
7747, 857
12282, 806
11210, 399
18227, 937
5949, 724
11933, 533
5552, 999
15149, 653
8891, 388
10674, 251
12427, 782
17656, 719
19251, 233
